Index,Statement,Source ,Source (URL),Date + time,True/False,Evidence (why true?),Category
858,Die von Jordan Sather und Jim Humble entdeckte Miracle Mineral Supplement ist ein Heilmittel gegen Covid.,Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemie,2020-12-12,FALSE,Falsche Behauptung,Covid Prevention
930,"Das RKI hat Menschen mit Covid-19-Symptomen, die in Krankenhäusern behandelt wurden und deren Impfstatus unbekannt war, als ungeimpft eingestuft. Daher sind die Zahlen zur Impfeffektivität falsch.",CORRECTIV,https://correctiv.org/faktencheck/2021/11/19/das-rki-stufte-menschen-mit-unbekanntem-impfstatus-als-ungeimpft-ein-das-hat-schaetzung-zur-impfeffektivitaet-leicht-beeinflusst/,2021-11-19,FALSE,"Lack of context, lack of scientific research","Effectiveness of vaccination, vaccination status, mistrust in science"
135,"Sollten Sie Ihren Impfpass nicht mehr haben, wird Ihnen am Impfort (zum  Beispiel im Impfzentrum, in der Arztpraxis oder in Ihrem Betrieb) durch  die impfende Ärztin beziehungsweise den impfenden Arzt eine Ersatzbestätigung ausgestellt. ",BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-05-22,TRUE,Expert panel (appointed by Government),vaccination documentation
124,Auch die Auffrischungsimpfungen können durch mobile Impfteams erfolgen.,BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-07-11,TRUE,Expert panel (appointed by Government),location
371,"Dass es mit steigender Impfquote zu immer mehr Impfdurchbrüchen kommt, ist zu erwarten.",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-06-07,TRUE,,
140,Die Verträglichkeit der Impfung wird durch eine akute Infektion auch nicht negativ beeinflusst.,BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-07-10,TRUE,Expert panel (appointed by Government),infection and vaccination
745,"Daten aus einer Gesundheitsdatenbank des US-Militärs zeigen für 2021 als Folge der Covid-19-Impfungen einen massiven Anstieg von Erkrankungen im Vergleich zu den Vorjahren – beispielsweise Krebs, Lähmungen, Fehlbildungen, neurologische Probleme, Unfruchtbarkeit und Fehlgeburten.",US attorney quoted in CORRECTIV,https://correctiv.org/faktencheck/2022/02/08/unbelegte-behauptungen-ueber-gesundheitsdaten-des-us-militaers-und-impfnebenwirkungen/,2022-02-08,FALSE,"Statistics misinterpreted, lack of context, wrong data, manipulation",Consequences of vaccination
508,"Der Impfstoff wird Mikrochip-Überwachungstechnologie enthalten, die durch von Bill Gates finanzierte Forschung entwickelt wurde.
",NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-63,FALSE,"Reliable Publisher, specialized newspaper","Bill Gates, active substance"
805,"Es rufe einen bestimmten Hautausschlag („rote Punkte mit schwarzem Punkt in der Mitte, verhärtet und stark juckend“) hervor.",Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemie,2022-07-02 08-23,FALSE,Falsche Behauptung,Lifespan and symptoms
811,Man solle Menschenansammlungen meiden. Alle aus Asien einreisenden Menschen könnten Überträger sein.,Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemie,2022-07-02 08-29,FALSE,Falsche Behauptung,Lifespan and symptoms
64,Für die Impfung gegen COVID-19 sind aktuell in der Europäischen Union (EU) fünf Impfstoffe zugelassen.,STIKO,https://www.rki.de/DE/Content/Infekt/EpidBull/Archiv/2022/Ausgaben/07_22.pdf?__blob=publicationFile,2022-02-17,TRUE,Expert panel (appointed by Government),Vaccination type
188,"Auffrischungsimpfungen dienen dazu, einen langfristigen Immunschutz zu gewährleisten.",BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-05-17,TRUE,Expert panel (appointed by Government),number of doses
614,Laut des Virologen Luc Montagnier führen Impfstoffe zu weiterne Mutationen und Geimpfte sind so infektiös wie Ungeimpfte,Facts For Friends,https://www.factsforfriends.de/fact/61a8978ad4660b0010bc4c18,2021-12-02,FALSE,Falsche Behauptungen,Effectiveness of vaccination
861,Das Einspritzen von Desinfektionsmitteln in den Körper infizierter Personen kann das Virus abtöten,Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemie,2020-12-15,FALSE,Falsche Behauptung,Covid Prevention
613,Eine Pflegerin im Kreis Ravensburg stellt in einem Video mehrere Behauptungen über die Covid-19-Impfung auf,Facts For Friends,https://www.factsforfriends.de/fact/61a97889d4660b0010bc4c19,2021-12-03,FALSE,Falsche Behauptungen,Consequences of vaccination
367,"Bei geimpften Personen, die mind. 2 Impfstoffdosen des COVID-19-Impfstoffs Comirnaty erhalten hatten, wurden Long-COVID-definierende Symptome, wie beispielsweise Mattigkeit (fatigue), Kopfschmerzen oder anhaltende Gliederschmerzen seltener beobachtet als bei ungeimpften Personen.",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-06-07,TRUE,,
99,"Die Dauer von der Ansteckung mit dem Coronavirus SARS-CoV-2 bis zum Ausbruch der Erkrankung beträgt etwa drei bis fünf Tage, kann aber auch abweichen.",BZgA,https://www.infektionsschutz.de/download/5895-1653381047-BZgA_Erregersteckbrief-SARS-CoV-2.pdf/,2022-05-10,TRUE,Expert panel (appointed by Government),Covid transmission
518,"Die Corona-Impfstoffe verstoßen gegen den Nürnberger Kodex, der es verbietet, medizinische Experimente an Menschen ohne deren Zustimmung durchzuführen.",NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-73,FALSE,"Reliable Publisher, specialized newspaper",Consequences of vaccination
282,"Impfzentren, mobile Teams, Betriebsärzt:innen, Gesundheitsämter, Krankenhäuser sowie Apotheken übermitteln täglich pseudonymisierte Daten mit der Web-Anwendung ""Digitales Impfquotenmonitoring"" (DIM).",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-06-22,TRUE,,
984,Bill Gates kapert Deutschland,Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemiee,2022-07-02 08-44,FALSE,Falsche Behauptung,Politics
860,Miracle Mineral Supplement kann als Desinfektionsmittel verwendet werden,Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemie,2020-12-14,FALSE,Falsche Behauptung,Covid Prevention
380,"Auch wenn die erzeugten Antikörperspiegel nach der Impfung nach einigen Monaten abfallen, kann eine schützende Immunantwort durch eine Impfung erreicht werden.",BMG,https://www.zusammengegencorona.de/faqs/impfen/impfmythen/,2022-06-10,TRUE,,
854,Schweizer Behörden lehnen Zulassung des Biontech/Pfizer-Impfstoffes ab,Facts For Friends,https://www.factsforfriends.de/fact/5fd735d1f72b64000e22a4f5,2020-12-14,FALSE,Falsche Behauptung,"Politics, vaccination"
936,In Lettland dürfen Ungeimpfte künftig keinen Supermarkt mehr betreten.,CORRECTIV,https://correctiv.org/faktencheck/2021/11/04/lettland-duerfen-geimpfte-und-ungeimpfte-im-supermarkt-einkaufen/,2021-11-04,FALSE,Lack of source,"Vaccination status, vaccine mandate, interaction in social/work life"
275,"Besteht nach Verabreichung eines COVID-19-Impfstoffs eine produktspezifische, medizinische Kontraindikation gegen eine Fortführung der Impfserie mit dem verwendeten COVID-19-Impfstoff, kann die Grundimmunisierung mit Nuvaxovid vervollständigt werden.",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
3,"Immunologe Radbruch betonte, dass geimpfte Genesene einen sehr viel effektiveren Schutz vor Reinfektion hätten als nur Genesene oder nur Geimpfte.",ÄrzteZeitung,https://www.aerztezeitung.de/Panorama/Ueber-25-Millionen-Corona-Faelle-erfasst-doppelt-so-viele-angenommen-428821.html,2022-05-04 12-48,TRUE,"Reliable Publisher, specialized newspaper",efficacy of vaccination
889,"In Wien zehn Kinder mit einer Lungenpilzinfektion, verursacht durch das Tragen eines Mund-Nasen-Schutzes, wurden in Kliniken eingeliefert .",Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemie,2021-01-12,FALSE,Falsche Behauptung,Covid measures
93,"Die STIKO empfiehlt allen ungeimpften Personen im gebärfähigen Alter dringend die Impfung gegen COVID-19, so dass ein optimaler Schutz vor dieser Erkrankung bereits vor Eintritt einer Schwangerschaft besteht",STIKO,https://www.rki.de/DE/Content/Infekt/EpidBull/Archiv/2021/Ausgaben/48_21.pdf?__blob=publicationFile,2021-12-02,TRUE,Expert panel (appointed by Government),Vaccination recommendation
511,"Staatliche Lebensmittelmarken werden denjenigen verweigert, die die COVID-19-Impfung ablehnen.",NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-66,FALSE,"Reliable Publisher, specialized newspaper",Politics
557,"Die FDA erteilte dem Impfstoff COVID-19 von Pfizer-BioNTech keine volle Zulassung, sondern genehmigte stattdessen einen separaten Impfstoff namens Comirnaty, der noch nicht erhältlich ist.",NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-117,FALSE,"Reliable Publisher, specialized newspaper","Politics, mistrust in government, active substance, big pharma groups"
612,Der Geschäftsführer des Impfstoff-Herstellers Pfizer wurde am 5.November wegen Betrugs verhaftet,Facts For Friends,https://www.factsforfriends.de/fact/61ac1b8ed4660b0010bc4c1b,2021-12-05,FALSE,Falsche Behauptungen,Big pharma groups
851,Die Impfung der US-Politikerin Nancy Pelosi war eine Täuschung,Facts For Friends,https://www.factsforfriends.de/fact/5fe24926f72b64000e22a502,2020-12-21,FALSE,Falsche Behauptung,"Politics, fake vaccination"
463,Der Impfstoff Vaxzevria (AstraZeneca) kommt seit dem 1. Dezember 2021 in Deutschland nicht mehr zum Einsatz.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-13,TRUE,,
526,"COVID-19-Impfstoffe sind nicht halal oder koscher, da sie Erzeugnisse aus Schweinefleisch enthalten.",NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-81,FALSE,"Reliable Publisher, specialized newspaper","Active substance, religion"
520,Geimpfte Personen können mit höherer Wahrscheinlichkeit schwere Corona-Krankheitsverläufe erleben.,NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-75,FALSE,"Reliable Publisher, specialized newspaper","Effectiveness of vaccination, consequences of vaccination"
810,"Gewöhnliche deutsche Medien würden nicht oder nicht genug darüber berichten und würden „die wirkliche Gefahr“, etwa die Lage in der Provinz Hubei, verschweigen.",Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemie,2022-07-02 08-28,FALSE,Falsche Behauptung,Lifespan and symptoms
967,In Deutschland starben nach den ersten durchgeführten Impfungen mehrere Menschen innerhalb von vier Tagen,Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemiee,2022-07-02 08-28,FALSE,Falsche Behauptung,Consequences of vaccination
236,Bei Anzeichen einer COVID-19-Erkrankung sollten sich also auch Geimpfte frühzeitig testen lassen und absichern.,BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-07-10,TRUE,Expert panel (appointed by Government),infection and vaccination
589,Die Tennisspielerin Dalila Jakupovic hat ein Spiel bei den Australian Open wegen einer Herzmuskelentzündung aufgegeben ,Facts For Friends,https://www.factsforfriends.de/fact/61fb3589d4660b0010bc4c57,2022-02-03,FALSE,Falsche Behauptungen,"Sports, personal story, consequences of vaccination"
943,"Ab dem 20. Oktober werden der Covid-Pass und die Impfung in der gesamten EU abgeschafft, da ein Dekret der Europäischen Kommission stattdessen die Verwendung neuer Medikamente vorsieht.",Free World News quoted in CORRECTIV,https://correctiv.org/faktencheck/2021/10/12/nein-impfpass-und-impfstoffe-werden-nicht-am-20-oktober-in-der-eu-abgeschafft/,2021-10-12,FALSE,"Fake document, lack of source","Vaccination status, consequences of vaccination, big pharma groups, mistrust in government"
532,"Geimpfte Personen haben ein erhöhtes Risiko, sich mit neuen Superstämmen zu infizieren.",NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-87,FALSE,"Reliable Publisher, specialized newspaper",Consequences of vaccination
332,"Während in den Zulassungsstudien für die mRNA-Impfstoffe gegen COVID-19 keine anaphylaktischen Reaktionen auftraten, wurde seit ihrer Einführung über vereinzelte anaphylaktische Reaktionen bei Geimpften berichtet. ",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
685,Nasenabstriche lösen Hirnhautentzündung aus,München Klinik,https://www.muenchen-klinik.de/covid-19/fake-news//,2021-04-28  09-17  ,FALSE,"Scientific research, official information",Covid test
193,"Wie lange der Schutz der Booster-Impfung anhält, ist bisher unklar.",BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-05-22,TRUE,Expert panel (appointed by Government),booster
733,"Mikroskopische Aufnahmen zeigen, dass Covid-19-Impfungen das Blut von Geimpften verändern würden. Darin finden sich metallische Bestandteile.",Facebook post quoted in CORRECTIV,https://correctiv.org/faktencheck/2021/09/30/nein-dieses-video-beweist-nicht-dass-in-covid-19-impfstoffen-metallische-bestandteile-enthalten-sind/,2021-09-30,FALSE,"Lack of scientific research, lack of source, manipulation of photos","Consequences of vaccination, mistrust in science, active substance"
522,Die mRNA-Impstoffe gegen COVID-19 entsprechen nicht den Vorgaben der CDC und FDA für Impfstoffe.,NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-77,FALSE,"Reliable Publisher, specialized newspaper","Politics, effectiveness of vaccination"
218,Eine generelle serologische Überprüfung der Immunantwort ist daher nicht empfohlen.,BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-07-10,TRUE,Expert panel (appointed by Government),vaccination process
911,"Wer den russischen Impfstoff Sputnik erhalten hat, wird als ungeimpft gezählt.",Facebook post quoted in CORRECTIV,https://correctiv.org/faktencheck/2021/12/16/nein-menschen-mit-einer-kreuzimpfung-gelten-nicht-als-ungeimpft-und-werden-auch-bei-impfdurchbruechen-erfasst/,2021-12-16,FALSE,Lack of source,"Vaccination status, mistrust in science"
54,Spikevax ist für die Auffrischimpfung von Immungesunden in der halben Dosierung (50 μg) zugelassen.,STIKO,https://www.rki.de/DE/Content/Infekt/EpidBull/Archiv/2021/Ausgaben/48_21.pdf?__blob=publicationFile,2021-12-02,TRUE,Expert panel (appointed by Government),Vaccination dosis
573,Nebenwirkungen der Covid-Impfungen sind gefährlicher als das Virus selbst.,Redaktionsnetzwerk Deutschland,https://www.rnd.de/gesundheit/corona-im-bann-der-fake-news-wie-impfgegner-im-internet-angst-schueren-IEDXFPDQO5AVVBOORMCBLRSXOE.html,2021-06-17 07-29,FALSE,"No evidence, misleading information",Consequences of vaccination
769,Ab 1.August ist in Frankreich das Einkaufen im Supermarkt nur noch mit Impfpass gestattet,Facts For Friends,https://www.factsforfriends.de/fact/6107af1b293e85008e4ceab4,2021-08-01,FALSE,Falsche Behauptung,"Vaccination mandate, vaccination status"
987,"die Juden hatten die Pandemie erzeugt, um andere Länder unter Kontrolle zu bringen",Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemiee,2022-07-02 08-47,FALSE,Falsche Behauptung,Politics
345,"In einem Kontext, in dem das SARS-CoV-2-Virus weltweit verbreitet ist, ist es wichtig, dass ältere Menschen so gut wie möglich vor einer Infektion geschützt sind.",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
665,"23 Menschen sind laut einem Bericht der Norwegischen Arzneimittelbehörde gestorben, nachdem sie den Impfstoff von Biontec und Pfizer bekommen haben.",BR24,"https://www.br.de/nachrichten/wissen/fake-news-ticker-falschmeldungen-zu-corona-im-faktencheck,SHosxOL",2021-07-19 16-21,FALSE,Lack of scientific research,"Consequences of vaccination, big pharma groups"
473,Zur Verabreichung von anderen Tot- und Lebendimpfstoffen wird ein Abstand von 14 Tagen vor und nach Nuvaxovid-Applikation empfohlen.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-23,TRUE,,
443,In vielen Fällen geht PIMS mit Schocksymptomatik und i.d.R. vorübergehender Herz-Kreislauf-Insuffizienz einher.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
947,Eine Studie aus Innsbruck zeigt mögliche fatale Folgen der Impfstrategie: Mit jeder Impfung kann sich der Antikörpertiter zu hoch aufbauen und autoimmune Reaktionen auslösen.,Transparenztest quoted in CORRECTIV,https://correctiv.org/faktencheck/2021/10/01/covid-19-studie-aus-innsbruck-ueber-entzuendungsreaktion-in-verbindung-mit-antikoerpern-sagt-nichts-ueber-impfungen-aus/,2021-10-01,FALSE,"Lack of understanding complex medical/biological topics, lack of scientific research, lack of context",Consequences of vaccination
546,"Geheime Dokumente zeigen, dass Moderna im Dezember 2019 einen COVID-19-Impfstoff entwickelt hatte, was beweist, dass die Pandemie geplant war.",NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-103,FALSE,"Reliable Publisher, specialized newspaper","Politics, new world order, big pharma groups"
825,"Die Homöopathie-Organisation Hahnemann-Gesellschaft behauptete, COVID-19 ließe sich mit Homöopathie medikamentös behandeln",Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemie,2022-07-02 08-43,FALSE,Falsche Behauptung,Lifespan and symptoms
316,"Insbesondere schwere unerwünschte Ereignisse mit hohem Schweregrad und solche, die als lebensbedrohlich klassifiziert wurden, traten in der Impfstoff- und Placebogruppe gleich häufig auf.",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
629,"Eine Studie belegt, dass Covid-19-Impfungen einen stärkeren Infektionsverauf verursachen",Facts For Friends,https://www.factsforfriends.de/fact/617ca58bd4660b0010bc4bec,2021-10-30,FALSE,Falsche Behauptungen,consequences of vaccination
375,"Ein Prävalenzfehler bezeichnet das Phänomen, dass eine bedingte Wahrscheinlichkeit oder ein Risiko (zum Beispiel das Risiko an COVID-19 zu erkranken), falsch eingeschätzt werden, weil Häufigkeiten (zum Beispiel die Impfquote) nicht berücksichtigt werden.",BMG,https://www.zusammengegencorona.de/faqs/impfen/impfmythen/,2022-06-10,TRUE,,
374,Es besteht kein erkennbares Risiko einer Integration von mRNA in das humane Genom. Beim Menschen befindet sich das Genom in Form von DNA im Zellkern.,BMG,https://www.zusammengegencorona.de/faqs/impfen/impfmythen/,2022-06-10,TRUE,,
932,"Ein Video zeigt eine Protest-Aktion von italienischen Flugbegleiterinnen, die gegen Impfungen protestieren.",Social media posts quoted in CORRECTIV,https://correctiv.org/faktencheck/2021/11/17/italien-dieser-protest-richtet-sich-nicht-gegen-corona-impfungen-sondern-gegen-stellenabbau-bei-alitalia/,2021-11-17,FALSE,Lack of context,Interaction in social/work life
165,"Längere Nachbeobachtungszeiten von 15 bis 30 Minuten sollten vorsichtshalber bei bestimmten Risikopersonen eingehalten werden, zum Beispiel bei Personen mit Gerinnungshemmung oder einer Impfkomplikation in der Anamnese. ",BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-07-10,TRUE,Expert panel (appointed by Government),vaccination process
363,"Manchmal werden auch Atemwegsinfekte, die durch andere Erreger verursacht werden, fälschlicherweise für ein Impfversagen gehalten.",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-06-07,TRUE,,
730,"Der Pilot eines Rettungshelikopters habe seinen Job gekündigt, weil er sich nicht habe impfen lassen wollen.",private Tweet quoted in web.de,https://web.de/magazine/news/coronavirus/adac-rettungspilot-gekuendigt-ungeimpfter-verachtet-wurde-faktencheck-36566154,2022-02-02 04-40,FALSE,"Manipulation of photo, lack of source, fake quote",Interaction in social/work life
385,Es sind keine Mikrochips in Impfstoffen enthalten.,BMG,https://www.zusammengegencorona.de/faqs/impfen/impfmythen/,2022-06-10,TRUE,,
981,Der Milliardär und Großspender Bill Gates hat das Virus geschaffen und den Ausbruch der Pandemie geplant oder vorhergesagt,Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemiee,2022-07-02 08-41,FALSE,Falsche Behauptung,"Bill Gates, effectiveness of vaccination"
585,Die Firma Microsoft entwickelt einen Mikrochip zur Erfassung des Impfstatus,Facts For Friends,https://www.factsforfriends.de/fact/62071309d4660b0010bc4c60,2022-02-12,FALSE,Keine Beweise,"Active substance, Bill Gates, vaccine mandate"
594,"Der WHO-Generaldirektor sprach bei einer Pressekonferenz davon, dass die Booster-Impfung Kinder töten würde",Facts For Friends,https://www.factsforfriends.de/fact/61dff68ad4660b0010bc4c3f,2022-01-10,FALSE,Falsche Behauptungen,"Consequences of vaccination, kids, mistrust in government"
211,Die Impfung verbessert den Schutz vor einer erneuten Infektion.,BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-07-10,TRUE,Expert panel (appointed by Government),efficacy
457,Die COVID-19-Impfstoffkandidaten auf mRNA-Basis müssen derzeit bei niedrigen Temperaturen transportiert und gelagert werden (-20 bis -80 Grad C).,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-07,TRUE,,
303,"Weder in der Impfstoff- noch in der Placebogruppe traten Todesfälle auf, die auf die Injektion des Impfstoffs oder der Kochsalzlösung zurückzuführen waren.",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
97,"Gesundheitliche Langzeitfolgen, die mehr als vier Wochen nach der Infektion mit SARS-CoV-2 bestehen, werden als Long COVID bezeichnet.",BZgA,https://www.infektionsschutz.de/download/5895-1653381047-BZgA_Erregersteckbrief-SARS-CoV-2.pdf/,2022-05-10,TRUE,Expert panel (appointed by Government),Covid Symptoms 
426,Bei Kindern von 5 bis 11 Jahren wurden in den Zulassungsstudien und auch danach bisher nur sehr selten schwere Nebenwirkungen wie Herzmuskelentzündungen beobachtet.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
381,"Denn mit einer Impfung werden neben den Antikörpern auch Immunzellen trainiert, die Corona-infizierte Zellen erkennen und zerstören können.",BMG,https://www.zusammengegencorona.de/faqs/impfen/impfmythen/,2022-06-10,TRUE,,
234,"Auf Basis der bisher vorliegenden Daten ist anzunehmen, dass die Virusausscheidung bei Personen, die vollständig geimpft und mit dem Coronavirus infiziert sind, stark reduziert ist und damit das Übertragungsrisiko vermindert ist.",BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-07-10,TRUE,Expert panel (appointed by Government),efficacy
519,Die Corona-Impfstoffe verursachen ein „pathogenes Priming“ oder „Krankheitsverstärkung“.,NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-74,FALSE,"Reliable Publisher, specialized newspaper","Effectiveness of vaccination, consequences of vaccination"
697,Das regelmäßige Spülen der Nase mit Kochsalzlösung schützt vor Infektion,München Klinik,https://www.muenchen-klinik.de/covid-19/fake-news//,2021-04-28  09-29,FALSE,"Scientific research, official information",Covid Prevention
767,Der mRNA-Impfstoffe von Biontech enthält gefährliches Graphenoxid,Facts For Friends,https://www.factsforfriends.de/fact/612a083c59f333001218ef05,2021-09-07,FALSE,Falsche Behauptung,Active substance
756,Pfizer-Dokument belegt Todesfälle oder Fehlgeburten durch Covid-19-Impfungen.,CORRECTIV,https://correctiv.org/faktencheck/2022/01/20/nein-pfizer-dokument-belegt-keine-todesfaelle-oder-fehlgeburten-durch-covid-19-impfungen/,2022-01-20,FALSE,,"Consequences of vaccination, women, mistrust in science"
550,In den USA sind mehr Menschen durch COVID-19-Impfstoffe als durch das Virus selbst gestorben.,NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-108,FALSE,"Reliable Publisher, specialized newspaper","Effectiveness of vaccination, consequences of vaccination"
719,Die Einnahme von Desinfektionsmitteln tötet das Virus,München Klinik,https://www.muenchen-klinik.de/covid-19/fake-news//,2021-04-28  09-51,FALSE,"Scientific research, official information",Covid Prevention
75,Personen mit Immunschwäche können einen schwereren Krankheitsverlauf und ein höheres Risiko für einen tödlichen Verlauf haben.,STIKO,https://www.rki.de/DE/Content/Infekt/Impfen/Materialien/Downloads-COVID-19/Aufklaerungsbogen-de.pdf?__blob=publicationFile,2022-05-24,TRUE,Expert panel (appointed by Government),Covid symptoms 
191,"Bisherige Studien zeigen, dass die Wirksamkeit der COVID-19-Impfung gegenüber einer Infektion mit der Omikron-Variante im Vergleich zur Delta-Variante reduziert ist.",BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-05-20,TRUE,Expert panel (appointed by Government),efficacy
285,"Die Webanwendung ""Digitales Impfquotenmonitoring"" (DIM) steht für die Datenübermittlung der Impfungen aus allen zusätzlich zur Regelversorgung an der COVID-19-Impfkampagne teilnehmenden Einrichtungen zur Verfügung.",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-06-22,TRUE,,
126,"Die Impfung von Personen, die ihre Wohnung nicht verlassen können, kann auch durch Hausärztinnen und Hausärzte erfolgen.",BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-07-11,TRUE,Expert panel (appointed by Government),location
748,Lebensversicherungen zahlen im Todesfall durch eine Covid-19-Impfung nicht.,CORRECTIV,https://correctiv.org/faktencheck/2022/02/04/doch-lebensversicherungen-zahlen-auch-bei-todesfaellen-durch-covid-19-impfungen/,2022-02-04,FALSE,Lack of source,"Insurance, consequences of vaccination"
946,"Es ist falsch, dass geimpfte Menschen weniger ansteckend seien als ungeimpfte.",Klinikgruppe Regiomed quoted in CORRECTIV,https://correctiv.org/faktencheck/2021/10/05/interner-brief-der-klinikgruppe-regiomed-enthaelt-unbelegte-aussage-ueber-ansteckungsgefahr-durch-geimpfte/,2021-10-05,FALSE,Lack of scientific research,"Effectiveness of vaccination, consequences of vaccination"
910,"Man gilt als ungeimpft, wenn der Impfstatus unbekannt ist, wenn man eine Kreuzimpfung erhalten hat, sowie sechs Monate nach der zweiten Impfung.",Facebook post quoted in CORRECTIV,https://correctiv.org/faktencheck/2021/12/16/nein-menschen-mit-einer-kreuzimpfung-gelten-nicht-als-ungeimpft-und-werden-auch-bei-impfdurchbruechen-erfasst/,2021-12-16,FALSE,Lack of source,"Vaccination status, mistrust in science"
